conversation,source,score
[{"from": "system", "value": "You are an AOU assistant for students."}, {"from": "user", "value": "What is AOU?"}, {"from": "assistant", "value": "The Arab Open University (AOU) is a non-profit, private university established in 2002. The university operates under the chairmanship of Abdulaziz bin Talal Al Saud and the presidency of Mohammed bin Ibrahim Al-Zakri. The headquarters of AOU is located in Kuwait, designated in December 2000. The university has a long-standing academic partnership with the United Kingdom's Open University.\nThe AOU has a widespread presence with branches in several cities across the Middle East and North Africa, including Al-Hasa, Dammam, Ha'il, Jeddah, Medina, Riyadh, Amman, Bahrain, Beirut, Ardiya, Cairo, Oman, Khartoum, and Al-Bireh, Palestine. The first phase of AOU was launched in October 2002 in Kuwait, Lebanon, and Jordan. Subsequent branches were opened in Bahrain, Egypt, and Saudi Arabia in 2003, in Oman in February 2008, and in Sudan in September 2013. In May 2015, AOU signed an agreement to open a new branch in Palestine with the Palestinian Ministry of Higher Education.\nThe AOU offers a range of academic programmes taught in English."}],nothing,1
[{"from": "system", "value": "You are an AOU assistant for students."}, {"from": "user", "value": "Can you tell me about AOU?"}, {"from": "assistant", "value": "The Arab Open University (AOU) is a non-profit, private university established in 2002. The university operates under the chairmanship of Abdulaziz bin Talal Al Saud and the presidency of Mohammed bin Ibrahim Al-Zakri. The headquarters of AOU is located in Kuwait, designated in December 2000. The university has a long-standing academic partnership with the United Kingdom's Open University.\nThe AOU has a widespread presence with branches in several cities across the Middle East and North Africa, including Al-Hasa, Dammam, Ha'il, Jeddah, Medina, Riyadh, Amman, Bahrain, Beirut, Ardiya, Cairo, Oman, Khartoum, and Al-Bireh, Palestine. The first phase of AOU was launched in October 2002 in Kuwait, Lebanon, and Jordan. Subsequent branches were opened in Bahrain, Egypt, and Saudi Arabia in 2003, in Oman in February 2008, and in Sudan in September 2013. In May 2015, AOU signed an agreement to open a new branch in Palestine with the Palestinian Ministry of Higher Education.\nThe AOU offers a range of academic programmes taught in English."}],nothing,1
[{"from": "system", "value": "You are an AOU assistant for students."}, {"from": "user", "value": "What is Arab Open University"}, {"from": "assistant", "value": "The Arab Open University (AOU) is a non-profit, private university established in 2002. The university operates under the chairmanship of Abdulaziz bin Talal Al Saud and the presidency of Mohammed bin Ibrahim Al-Zakri. The headquarters of AOU is located in Kuwait, designated in December 2000. The university has a long-standing academic partnership with the United Kingdom's Open University.\nThe AOU has a widespread presence with branches in several cities across the Middle East and North Africa, including Al-Hasa, Dammam, Ha'il, Jeddah, Medina, Riyadh, Amman, Bahrain, Beirut, Ardiya, Cairo, Oman, Khartoum, and Al-Bireh, Palestine. The first phase of AOU was launched in October 2002 in Kuwait, Lebanon, and Jordan. Subsequent branches were opened in Bahrain, Egypt, and Saudi Arabia in 2003, in Oman in February 2008, and in Sudan in September 2013. In May 2015, AOU signed an agreement to open a new branch in Palestine with the Palestinian Ministry of Higher Education.\nThe AOU offers a range of academic programmes taught in English."}],nothing,1
[{"from": "system", "value": "You are an AOU assistant for students."}, {"from": "user", "value": "ما هي AOU ماذا تعرف عنها؟"}, {"from": "assistant", "value": "الجامعة العربية المفتوحة هي جامعة خاصة غير ربحية تأسست عام 2002. تعمل الجامعة تحت رئاسة عبد العزيز بن طلال آل سعود ورئاسة محمد بن إبراهيم الزكري. يقع المقر الرئيسي للجامعة العربية المفتوحة في الكويت، وتم تحديده في ديسمبر 2000. تتمتع الجامعة بشراكة أكاديمية طويلة الأمد مع الجامعة المفتوحة في المملكة المتحدة. تتمتع الجامعة العربية المفتوحة بحضور واسع النطاق مع فروع في العديد من المدن في جميع أنحاء الشرق الأوسط وشمال إفريقيا، بما في ذلك الأحساء والدمام وحائل وجدة والمدينة المنورة والرياض وعمان والبحرين وبيروت والعارضية والقاهرة وعمان والخرطوم والبيرة بفلسطين. تم إطلاق المرحلة الأولى من الجامعة العربية المفتوحة في أكتوبر 2002 في الكويت ولبنان والأردن. وفي عام 2003، تم افتتاح فروع لاحقة للجامعة في البحرين ومصر والمملكة العربية السعودية، وفي سلطنة عمان في فبراير 2008، وفي السودان في سبتمبر 2013. وفي مايو 2015، وقعت الجامعة اتفاقية لافتتاح فرع جديد لها في فلسطين مع وزارة التعليم العالي الفلسطينية.\nتقدم الجامعة مجموعة من البرامج الأكاديمية التي تُدرَّس باللغة الإنجليزية."}],nothing,1
[{"from": "system", "value": "You are an AOU assistant for students."}, {"from": "user", "value": "هل يمكنك اخباري عن AOU؟"}, {"from": "assistant", "value": "الجامعة العربية المفتوحة هي جامعة خاصة غير ربحية تأسست عام 2002. تعمل الجامعة تحت رئاسة عبد العزيز بن طلال آل سعود ورئاسة محمد بن إبراهيم الزكري. يقع المقر الرئيسي للجامعة العربية المفتوحة في الكويت، وتم تحديده في ديسمبر 2000. تتمتع الجامعة بشراكة أكاديمية طويلة الأمد مع الجامعة المفتوحة في المملكة المتحدة. تتمتع الجامعة العربية المفتوحة بحضور واسع النطاق مع فروع في العديد من المدن في جميع أنحاء الشرق الأوسط وشمال إفريقيا، بما في ذلك الأحساء والدمام وحائل وجدة والمدينة المنورة والرياض وعمان والبحرين وبيروت والعارضية والقاهرة وعمان والخرطوم والبيرة بفلسطين. تم إطلاق المرحلة الأولى من الجامعة العربية المفتوحة في أكتوبر 2002 في الكويت ولبنان والأردن. وفي عام 2003، تم افتتاح فروع لاحقة للجامعة في البحرين ومصر والمملكة العربية السعودية، وفي سلطنة عمان في فبراير 2008، وفي السودان في سبتمبر 2013. وفي مايو 2015، وقعت الجامعة اتفاقية لافتتاح فرع جديد لها في فلسطين مع وزارة التعليم العالي الفلسطينية.\nتقدم الجامعة مجموعة من البرامج الأكاديمية التي تُدرَّس باللغة الإنجليزية."}],nothing,1
[{"from": "system", "value": "You are an AOU assistant for students."}, {"from": "user", "value": "ما هي الجامعة العربية المفتوحة؟"}, {"from": "assistant", "value": "الجامعة العربية المفتوحة هي جامعة خاصة غير ربحية تأسست عام 2002. تعمل الجامعة تحت رئاسة عبد العزيز بن طلال آل سعود ورئاسة محمد بن إبراهيم الزكري. يقع المقر الرئيسي للجامعة العربية المفتوحة في الكويت، وتم تحديده في ديسمبر 2000. تتمتع الجامعة بشراكة أكاديمية طويلة الأمد مع الجامعة المفتوحة في المملكة المتحدة. تتمتع الجامعة العربية المفتوحة بحضور واسع النطاق مع فروع في العديد من المدن في جميع أنحاء الشرق الأوسط وشمال إفريقيا، بما في ذلك الأحساء والدمام وحائل وجدة والمدينة المنورة والرياض وعمان والبحرين وبيروت والعارضية والقاهرة وعمان والخرطوم والبيرة بفلسطين. تم إطلاق المرحلة الأولى من الجامعة العربية المفتوحة في أكتوبر 2002 في الكويت ولبنان والأردن. وفي عام 2003، تم افتتاح فروع لاحقة للجامعة في البحرين ومصر والمملكة العربية السعودية، وفي سلطنة عمان في فبراير 2008، وفي السودان في سبتمبر 2013. وفي مايو 2015، وقعت الجامعة اتفاقية لافتتاح فرع جديد لها في فلسطين مع وزارة التعليم العالي الفلسطينية.\nتقدم الجامعة مجموعة من البرامج الأكاديمية التي تُدرَّس باللغة الإنجليزية."}],nothing,1
[{"from": "system", "value": "You are an AOU assistant for students."}, {"from": "user", "value": "Which nations have branches of AOU?"}, {"from": "assistant", "value": "AOU branches are located in the following countries;  Bahrain, Egypt, Jordan, Kuwait, Lebanon, Oman, Palestine, Saudi Arabia, and Sudan"}],nothing,1
[{"from": "system", "value": "You are an AOU assistant for students."}, {"from": "user", "value": "Which countries have AOU branches?"}, {"from": "assistant", "value": "AOU branches are located in the following countries;  Bahrain, Egypt, Jordan, Kuwait, Lebanon, Oman, Palestine, Saudi Arabia, and Sudan"}],nothing,1
[{"from": "system", "value": "You are an AOU assistant for students."}, {"from": "user", "value": "Where are the AOU branches located?"}, {"from": "assistant", "value": "AOU branches are located in the following countries;  Bahrain, Egypt, Jordan, Kuwait, Lebanon, Oman, Palestine, Saudi Arabia, and Sudan"}],nothing,1
[{"from": "system", "value": "You are an AOU assistant for students."}, {"from": "user", "value": "في أي الدول توجد فروع للجامعة المفتوحة العربية؟"}, {"from": "assistant", "value": "تتواجد فروع الجامعة العربية المفتوحة في البلدان التالية: البحرين، مصر، الأردن، الكويت، لبنان، عمان، فلسطين، المملكة العربية السعودية، والسودان"}],nothing,1
